NOU210000011,BUS105,50,C
NOU210000011,CSS121,60,B
NOU210000011,GST103,65,B
NOU210000011,BFN104,58,C
NOU210000011,BUS106,71,A
NOU210000011,ACC203,56,C
NOU210000011,BFN209,64,B
NOU210000011,BUS205,63,B
