NOU210000011,ECO121,A,3.21
NOU210000011,ECO122,B,3.21
NOU210000011,GST102,C,3.21
NOU210000011,GST105,A,3.21
NOU210000011,MTH105,C,3.21
NOU210000011,ACC203,B,3.21
NOU210000011,CRS101,B,3.21
NOU210000011,BFN209,E,3.21
NOU210000011,BUS205,A,3.21
